,Title,ISSN,Price,Type,PDF.downloads,downloads.2012,downloads.2013,downloads.2014,downloads.2015,downloads.2016,downloads.2017,downloads.2018,downloads.max,median.snip,editors,subj.BUS,subj.HUM,subj.LAW,subj.MED,subj.NSEG,subj.SSDG,Published.2012,Published.2013,Published.2014,Published.2015,Published.2016,Published.2017,Published.2018,Published.mean,reviewers
9210,Postharvest Biology and Technology,0925-5214,3116,Freedom,227,58,66,129,33,167,75,132,167,2.304,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9213,Powder Technology,0032-5910,8344,Freedom,1470,322,526,312,287,377,585,375,585,1.649,FALSE,NA,NA,NA,NA,1,NA,0,0,0,2,0,0,0,0.285714286,FALSE
9216,Practical Laboratory Medicine,2352-5517,0,Open,16,0,0,0,0,21,32,37,37,0.411,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9219,Practical Radiation Oncology,1879-8500,505.41,Subscribed,1090,0,11,19,77,639,790,983,983,0.734,FALSE,NA,NA,NA,1,NA,NA,1,3,7,8,12,5,8,6.285714286,TRUE
9227,Pratiques Psychologiques,1269-1763,327,Freedom,13,7,13,9,3,3,3,7,13,0.465,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9229,Precambrian Research,0301-9268,5914,Subscribed,258,136,95,81,24,117,39,49,136,1.673,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9230,Precision Engineering,0141-6359,2399,Freedom,121,33,57,56,33,55,28,89,89,2.478,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9234,Pregnancy Hypertension: An International Journal of Women's Cardiovascular Health,2210-7789,1871,Freedom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
9243,Preventive Medicine,0091-7435,2528,Subscribed,5250,1430,1569,1412,1814,1996,1923,2290,2290,1.476,FALSE,NA,NA,NA,1,NA,NA,5,2,2,1,0,1,2,1.857142857,FALSE
9244,Preventive Medicine Reports,2211-3355,0,Open,243,0,0,1,48,107,179,437,437,0.338,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,2,4,6,1.714285714,FALSE
9245,Preventive Veterinary Medicine,0167-5877,4745,Freedom,451,132,133,137,193,222,126,190,222,1.421,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9248,Primary Care Diabetes,1751-9918,485,Freedom,346,68,79,118,68,113,151,190,190,0.797,FALSE,NA,NA,NA,1,NA,NA,0,0,1,0,0,0,3,0.571428571,FALSE
9274,Probabilistic Engineering Mechanics,0266-8920,2072,Freedom,233,59,81,46,42,153,38,72,153,1.967,FALSE,NA,NA,NA,NA,1,NA,0,1,0,0,1,0,0,0.285714286,FALSE
9278,Procedia CIRP,2212-8271,0,Open,416,1,7,17,14,105,117,155,155,NA,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9459,Proceedings of the Combustion Institute,1540-7489,1418,Freedom,148,55,63,33,53,68,52,83,83,2.973,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,1,0,0.142857143,FALSE
9466,Proceedings of the Geologists’ Association,0016-7878,1035,Freedom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9511,Process Biochemistry,1359-5113,3865,Subscribed,611,291,298,164,172,363,153,204,363,1.438,FALSE,NA,NA,NA,NA,1,NA,0,1,0,0,0,0,0,0.142857143,FALSE
9512,Process Safety and Environmental Protection,0957-5820,1920,Freedom,189,48,55,30,44,141,71,159,159,NA,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,TRUE
9521,Progress in Aerospace Sciences,0376-0421,3310,Subscribed,218,76,61,59,61,65,76,98,98,4.134,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9523,Progress in Biophysics and Molecular Biology,0079-6107,4100,Freedom,1509,553,604,447,475,430,473,565,604,1.114,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,2,0.285714286,FALSE
9525,Progress in Cardiovascular Diseases,0033-0620,860.86,Subscribed,2612,709,748,771,679,720,762,1086,1086,1.854,FALSE,NA,NA,NA,1,NA,NA,2,0,1,4,0,2,9,2.571428571,FALSE
9527,Progress in Crystal Growth and Characterization of Materials,0960-8974,3271,Freedom,76,18,20,20,26,11,19,23,26,1.889,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9528,Progress in Disaster Science,2590-0617,0,Open,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,FALSE
9536,Progress in Energy and Combustion Science,0360-1285,3233,Freedom,423,142,147,130,92,170,133,131,170,11.802,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9537,Progress in Lipid Research,0163-7827,3051,Freedom,787,337,295,304,348,269,206,269,348,3.359,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9538,Progress in Materials Science,0079-6425,4176,Subscribed,606,194,158,119,164,375,137,248,375,12.792,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9541,Progress in Natural Science: Materials International,1002-0071,0,Open,187,35,58,100,109,175,112,129,175,0.824,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9542,Progress in Neuro-Psychopharmacology and Biological Psychiatry,0278-5846,3876.66,Subscribed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,2,1,3,1,0,0,2,1.285714286,FALSE
9543,Progress in Neurobiology,0301-0082,6783,Subscribed,3764,1621,1520,1621,1256,1240,1084,1113,1621,2.931,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,1,0,0.142857143,FALSE
9544,Progress in Nuclear Energy,0149-1970,4234,Freedom,278,42,56,24,50,172,62,103,172,1.411,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9545,Progress in Nuclear Magnetic Resonance Spectroscopy,0079-6565,2176,Freedom,683,129,93,246,261,193,196,263,263,2.966,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9546,Progress in Oceanography,0079-6611,5238.66,Subscribed,1162,474,381,339,546,597,381,414,597,1.461,FALSE,NA,NA,NA,NA,1,NA,0,0,0,1,1,1,0,0.428571429,FALSE
9547,Progress in Organic Coatings,0300-9440,4705,Freedom,571,290,136,69,129,222,121,162,290,1.566,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9549,Progress in Particle and Nuclear Physics,0146-6410,2552,Freedom,603,167,111,93,109,257,173,178,257,2.692,FALSE,NA,NA,NA,NA,1,NA,0,3,0,0,0,3,0,0.857142857,FALSE
9550,Progress in Pediatric Cardiology,1058-9813,881,Freedom,459,329,230,86,76,77,113,108,329,0.329,FALSE,NA,NA,NA,1,NA,NA,6,0,2,0,0,0,0,1.142857143,FALSE
9553,Progress in Planning,0305-9006,952,Freedom,104,58,32,20,36,53,41,37,58,2.586,FALSE,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,FALSE
9554,Progress in Polymer Science,0079-6700,5870,Freedom,1834,680,724,708,567,812,553,614,812,11.126,FALSE,NA,NA,NA,NA,1,NA,0,0,1,0,0,0,0,0.142857143,FALSE
9555,Progress in Quantum Electronics,0079-6727,1454.06,Subscribed,178,47,46,19,57,58,30,57,58,4.692,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9556,Progress in Retinal and Eye Research,1350-9462,2452,Subscribed,1873,669,685,688,804,763,717,894,894,3.843,FALSE,NA,NA,NA,1,NA,NA,0,2,0,1,0,3,3,1.285714286,FALSE
9557,Progress in Retinal and Eye Research with Vision Research,FS00-0106,4757.88,Subscribed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
9558,Progress in Solid State Chemistry,0079-6786,1459,Freedom,149,49,33,17,20,49,17,43,49,2.71,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9559,Progress in Surface Science,0079-6816,3169,Freedom,314,84,103,53,24,91,54,41,103,2.819,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9565,Propulsion and Power Research,2212-540X,0,Open,7,0,0,4,5,1,4,10,10,NA,TRUE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9566,Prostaglandins and Other Lipid Mediators,1098-8823,2860,Freedom,223,128,112,128,87,99,47,68,128,NA,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9567,"Prostaglandins, Leukotrienes and Essential Fatty Acids",0952-3278,4820,Freedom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9573,Prostate International,2287-8882,0,Open,10,0,0,0,2,20,9,23,23,0.698,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
9581,Protein Expression and Purification,1046-5928,1797,Subscribed,2281,806,1086,968,763,796,602,655,1086,0.777,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9588,Protist,1434-4610,1702,Subscribed,246,81,67,98,122,71,77,62,122,1.234,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9603,Psychiatry Research,0165-1781,6799,Subscribed,11711,1512,7673,2627,1790,2270,1801,2277,7673,1.128,FALSE,NA,NA,NA,1,NA,NA,4,7,7,13,7,5,10,7.571428571,FALSE
9605,Psychiatry Research with Psychiatry Research - Neuroimaging,FS00-8064,6985.01,Subscribed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
9606,Psychiatry Research: Neuroimaging,0925-4927,2652,Subscribed,2078,1018,948,878,1029,705,588,503,1029,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
9626,Psychologie Française,0033-2984,363,Freedom,8,8,7,6,8,1,3,5,8,NA,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9639,Psychology of Sport and Exercise,1469-0292,1169,Freedom,836,380,330,288,430,331,598,596,598,1.574,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,1,0,0.142857143,FALSE
9645,Psychoneuroendocrinology,0306-4530,4396,Freedom,4623,1770,2284,2367,1791,1720,1364,1480,2367,1.465,FALSE,NA,NA,NA,1,NA,NA,3,4,3,2,1,7,4,3.428571429,TRUE
9652,Psychosomatics,0033-3182,874,Freedom,2163,430,880,580,516,710,690,1138,1138,0.893,FALSE,NA,NA,NA,1,NA,NA,2,1,1,1,2,0,6,1.857142857,FALSE
9662,Public Health,0033-3506,1501,Freedom,1478,351,399,355,507,685,592,739,739,0.887,FALSE,NA,NA,NA,NA,NA,1,0,1,2,0,1,3,0,1,FALSE
9673,Public Relations Review,0363-8111,1209,Freedom,966,273,166,158,225,248,248,551,551,1.279,FALSE,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,FALSE
9680,Pulmonary Pharmacology and Therapeutics,1094-5539,1528,Freedom,941,336,417,711,201,266,227,204,711,NA,FALSE,NA,NA,NA,1,NA,NA,0,1,0,1,0,0,0,0.285714286,FALSE
9681,Pulmonology,2531-0437,0,Open,6,0,0,0,0,0,0,22,22,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
9711,Quaternary Geochronology,1871-1014,904,Freedom,71,9,17,25,26,10,65,20,65,1.336,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9712,Quaternary International,1040-6182,2327,Subscribed,762,342,312,274,344,232,174,332,344,1.167,FALSE,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0.142857143,FALSE
9714,Quaternary Science Advances,2666-0334,0,Open,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9715,Quaternary Science Reviews,0277-3791,4566,Subscribed,742,260,351,297,221,239,188,367,367,1.682,FALSE,NA,NA,NA,NA,1,NA,1,0,0,1,0,0,1,0.428571429,FALSE
9728,Radiation Measurements,1350-4487,3324,Freedom,496,142,176,94,88,111,272,104,272,1.073,FALSE,NA,NA,NA,NA,1,NA,0,1,0,0,0,0,0,0.142857143,FALSE
9730,Radiation Physics and Chemistry,0969-806X,5040,Freedom,496,191,216,120,160,235,123,185,235,1.086,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9739,Radiography,1078-8174,645,Freedom,150,74,30,35,36,47,95,119,119,0.632,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
9740,Radiología,2173-5107,1078,Freedom,24,6,7,7,8,5,8,9,9,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
9747,Radiology Case Reports,1930-0433,0,Open,50,0,0,0,5,45,87,127,127,0.007,FALSE,NA,NA,NA,1,NA,NA,0,1,1,0,1,0,2,0.714285714,FALSE
9749,Radiology of Infectious Diseases,2352-6211,0,Open,12,0,0,0,0,12,25,42,42,NA,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9750,Radiotherapy and Oncology,0167-8140,4358.92,Subscribed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,3,1,1,2,0,2,0,1.285714286,FALSE
9755,Rangeland Ecology and Management,1550-7424,593.4,Subscribed,86,0,0,0,16,48,55,108,108,NA,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9756,Rangelands,0190-0528,209.97,Subscribed,31,0,0,0,8,17,10,45,45,0.416,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9766,REACH - Reviews in Human Space Exploration,2352-3093,1906,Freedom,1,0,0,0,0,0,1,1,1,NA,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9767,Reactive and Functional Polymers,1381-5148,4239,Freedom,348,194,168,100,104,154,82,135,194,1.087,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9779,Redox Biology,2213-2317,0,Open,806,0,79,478,413,369,758,871,871,1.796,FALSE,NA,NA,NA,NA,1,NA,0,3,3,3,1,3,2,2.142857143,FALSE
9787,Regenerative Therapy,2352-3204,0,Open,16,0,0,0,4,9,40,47,47,NA,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9791,Regional Science and Urban Economics,0166-0462,2154,Subscribed,935,175,181,329,273,312,386,357,386,1.35,FALSE,NA,NA,NA,NA,NA,1,0,0,1,0,1,0,0,0.285714286,FALSE
9793,Regional Studies in Marine Science,2352-4855,709,Freedom,28,0,0,0,8,17,22,49,49,0.608,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,1,0,0,0.142857143,FALSE
9798,Regulatory Toxicology and Pharmacology,0273-2300,2098,Freedom,1459,384,353,399,351,476,534,758,758,1.086,FALSE,NA,NA,NA,NA,1,NA,2,0,4,4,0,0,1,1.571428571,FALSE
9804,Reinforced Plastics,0034-3617,631,Freedom,34,20,8,3,12,6,6,32,32,0.228,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9808,Reliability Engineering and System Safety,0951-8320,8049,Subscribed,5674,191,202,5107,247,313,270,365,5107,NA,FALSE,NA,NA,NA,NA,1,NA,0,1,0,1,2,0,1,0.714285714,FALSE
9822,Remote Sensing Applications: Society and Environment,2352-9385,260,Freedom,15,0,0,0,0,18,24,12,24,0.72,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9825,Remote Sensing of Environment,0034-4257,6511,Subscribed,4189,1772,1454,1671,1511,1950,1445,1951,1951,3.09,FALSE,NA,NA,NA,NA,1,NA,1,2,0,0,3,1,2,1.285714286,FALSE
9829,Renewable and Sustainable Energy Reviews,1364-0321,3282,Freedom,6265,1120,1288,1173,1599,3762,3155,4839,4839,3.761,FALSE,NA,NA,NA,NA,1,NA,0,0,0,2,1,0,2,0.714285714,TRUE
9830,Renewable Energy,0960-1481,5325,Freedom,2972,730,803,810,685,1413,1533,2452,2452,2.687,FALSE,NA,NA,NA,NA,1,NA,1,0,1,0,1,0,0,0.428571429,TRUE
9831,Renewable Energy Focus,1755-0084,611,Freedom,58,41,32,33,22,24,19,8,41,0.018,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9832,Reports of Practical Oncology and Radiotherapy,1507-1367,539,Freedom,282,19,23,87,79,134,129,172,172,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
9833,Reports on Mathematical Physics,0034-4877,2453.47,Subscribed,198,61,27,12,18,12,37,42,61,0.765,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9837,Reproductive Biology,1642-431X,2018,Freedom,63,0,15,126,18,18,30,44,126,0.744,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9838,Reproductive Biomedicine and Society Online,2405-6618,0,Open,14,0,0,0,0,0,10,39,39,NA,FALSE,NA,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,FALSE
9839,Reproductive BioMedicine Online,1472-6483,1174,Freedom,1435,2,434,534,327,424,275,423,534,1.144,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
9844,Reproductive Toxicology,0890-6238,3169,Freedom,1237,381,504,646,421,520,421,458,646,1.07,FALSE,NA,NA,NA,NA,1,NA,1,0,0,0,0,1,0,0.285714286,FALSE
9855,Research in Autism Spectrum Disorders,1750-9467,754,Freedom,716,230,182,278,322,506,324,436,506,1.092,FALSE,NA,NA,NA,NA,1,NA,0,0,1,0,1,0,0,0.285714286,FALSE
9856,Research in Developmental Disabilities,0891-4222,1632,Freedom,1726,385,591,830,683,702,576,740,830,1.175,FALSE,NA,NA,NA,NA,1,NA,1,2,2,1,0,0,1,1,FALSE
9858,Research in Economics,1090-9443,1060,Freedom,187,50,19,32,25,77,90,117,117,0.574,FALSE,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0.142857143,FALSE
9863,Research in Globalization,2590-051X,0,Open,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,FALSE
9865,Research in International Business and Finance,0275-5319,533,Freedom,134,42,29,25,45,54,55,112,112,1.344,FALSE,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,FALSE
9868,Research in Microbiology,0923-2508,1822,Freedom,1804,1068,458,243,260,247,241,220,1068,1.126,FALSE,NA,NA,NA,NA,1,NA,1,0,0,0,0,0,0,0.142857143,FALSE
9872,Research in Organizational Behavior,0191-3085,530,Freedom,613,181,259,200,168,184,236,375,375,1.793,FALSE,NA,NA,NA,NA,1,NA,0,1,1,0,1,2,1,0.857142857,FALSE
9873,Research in Social and Administrative Pharmacy,1551-7411,472,Freedom,715,99,177,206,185,257,348,546,546,1.026,FALSE,NA,NA,NA,1,NA,NA,1,0,1,1,0,0,1,0.571428571,FALSE
9874,Research in Social Stratification and Mobility,0276-5624,489,Freedom,535,135,136,171,184,218,163,288,288,1.153,FALSE,1,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,0.285714286,TRUE
9878,Research in Transportation Business and Management,2210-5395,567,Freedom,21,4,3,1,8,19,9,27,27,NA,FALSE,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,FALSE
9879,Research in Transportation Economics,0739-8859,1031,Freedom,144,22,85,45,55,45,63,67,85,1.177,FALSE,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,FALSE
9880,Research in Veterinary Science,0034-5288,1419,Freedom,435,119,193,304,104,127,140,90,304,0.936,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9884,Research Policy,0048-7333,4564,Subscribed,4397,1123,1592,1014,1048,1571,1642,1591,1642,3.131,FALSE,1,NA,NA,NA,NA,NA,0,4,2,0,6,0,0,1.714285714,FALSE
9885,Research Policy: X,2590-1451,0,Open,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,FALSE
9890,Resource and Energy Economics,0928-7655,1491,Freedom,708,160,248,241,189,373,309,293,373,NA,FALSE,NA,NA,NA,NA,NA,1,1,1,0,0,1,1,1,0.714285714,TRUE
9891,Resources Policy,0301-4207,1913,Freedom,619,145,348,106,239,237,181,289,348,1.705,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,TRUE
9892,"Resources, Conservation and Recycling",0921-3449,3874.67,Subscribed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,1,0,0.142857143,FALSE
9893,"Resources, Conservation and Recycling: X",2590-289X,0,Open,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9897,Respiratory Investigation,2212-5345,527,Freedom,116,2,8,50,48,56,72,73,73,1.063,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9898,Respiratory Medicine,0954-6111,2147,Subscribed,3427,857,964,1849,1127,1290,1209,1202,1849,1.413,FALSE,NA,NA,NA,1,NA,NA,2,0,2,2,3,1,0,1.428571429,FALSE
9899,Respiratory Medicine Case Reports,2213-0071,0,Open,61,1,2,13,15,77,70,60,77,0.185,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
9900,Respiratory Medicine: X,2590-1435,0,Open,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9901,Respiratory Physiology and Neurobiology,1569-9048,4900,Freedom,4045,607,3273,861,459,449,340,388,3273,NA,FALSE,NA,NA,NA,1,NA,NA,0,2,0,1,2,1,2,1.142857143,FALSE
9906,Results in Applied Mathematics,2590-0374,0,Open,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9907,Results in Chemistry,2211-7156,0,Open,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9908,Results in Engineering,2590-1230,0,Open,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9909,Results in Materials,2590-048X,0,Open,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9910,Results in Physics,2211-3797,0,Open,59,0,6,11,12,43,41,139,139,0.973,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9912,Resuscitation,0300-9572,3426,Freedom,4491,1120,1093,1629,1767,1560,1470,1903,1903,1.759,FALSE,NA,NA,NA,1,NA,NA,0,2,4,3,5,6,0,2.857142857,FALSE
9921,Reumatología Clínica,2173-5743,1000,Freedom,28,7,9,4,5,22,18,12,22,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
9928,Review of Development Finance,1879-9337,0,Open,38,3,9,10,6,7,30,71,71,0.848,FALSE,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,FALSE
9929,Review of Economic Dynamics,1094-2025,1149,Subscribed,1644,126,102,147,227,410,561,732,732,1.95,FALSE,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,1,0.571428571,FALSE
9947,Review of Palaeobotany and Palynology,0034-6667,4241.37,Subscribed,369,136,107,85,63,80,112,76,136,1.14,FALSE,NA,NA,NA,NA,1,NA,0,1,0,0,0,0,0,0.142857143,FALSE
9958,Reviews in Physics,2405-4283,0,Open,25,0,0,0,0,15,32,29,32,NA,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,2,0,0,0.285714286,FALSE
9963,Revista Argentina de Microbiología,0325-7541,0,Open,5,0,0,0,2,2,7,4,7,NA,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9964,Revista Brasileira de Anestesiologia,0034-7094,0,Open,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.481,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
9966,Revista Brasileira de Ciências do Esporte,0101-3289,0,Open,1,0,0,0,0,0,0,6,6,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
9967,Revista Brasileira de Entomologia,0085-5626,0,Open,2,0,0,0,0,2,3,4,4,0.736,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9968,Revista Brasileira de Farmacognosia,0102-695X,0,Open,18,0,0,0,0,17,23,26,26,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
9972,Revista Científica de la Sociedad Española de Enfermería Neurológica:,2530-299X,263,Freedom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
9973,Revista Clínica Española,2254-8874,1455,Freedom,21,0,0,7,4,13,10,15,15,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
9974,Revista Colombiana de Cardiología,0120-5633,0,Open,1,0,0,0,1,1,2,5,5,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
9975,Revista Colombiana de Psiquiatría,2530-3120,401,Freedom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
9978,Revista de Gastroenterología de México,0375-0906,0,Open,10,0,0,0,2,7,11,14,14,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
9979,Revista de Gastroenterología de México,2255-534X,0,Open,9,0,0,0,1,8,12,22,22,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
9981,Revista de Psicodidáctica- Journal of Psychodidactics,2530-3805,407,Freedom,0,0,0,0,0,0,0,1,1,NA,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
9983,Revista de Psiquiatría y Salud Mental,2173-5050,1006,Freedom,30,0,17,2,16,13,14,7,17,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
9986,Revista Española de Anestesiología y Reanimación,2341-1929,676,Freedom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
9988,Revista Española de Cardiología,1885-5857,2005,Freedom,389,99,57,70,43,93,154,202,202,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
