,Title,ISSN,Price,Type,PDF.downloads,downloads.2012,downloads.2013,downloads.2014,downloads.2015,downloads.2016,downloads.2017,downloads.2018,downloads.max,median.snip,editors,subj.BUS,subj.HUM,subj.LAW,subj.MED,subj.NSEG,subj.SSDG,Published.2012,Published.2013,Published.2014,Published.2015,Published.2016,Published.2017,Published.2018,Published.mean,reviewers
1139,Applied Mathematics and Computation,0096-3003,9346,Freedom,1165,499,390,245,293,515,350,618,618,1.343,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,1,0.142857143,FALSE
1141,Applied Mathematics Letters,0893-9659,3218.66,Subscribed,648,147,98,121,191,319,264,317,319,1.527,FALSE,NA,NA,NA,NA,1,NA,2,0,0,0,2,0,1,0.714285714,FALSE
1145,Applied Numerical Mathematics,0168-9274,3256.8,Subscribed,529,105,43,40,72,109,95,162,162,1.303,FALSE,NA,NA,NA,NA,1,NA,0,0,0,1,0,1,0,0.285714286,FALSE
1146,Applied Nursing Research,0897-1897,675,Subscribed,1259,236,289,359,336,498,516,724,724,0.757,FALSE,NA,NA,NA,1,NA,NA,0,2,0,0,0,2,1,0.714285714,FALSE
1147,Applied Ocean Research,0141-1187,2146,Freedom,117,60,36,13,22,35,25,43,60,1.999,FALSE,NA,NA,NA,NA,1,NA,0,1,0,0,0,0,0,0.142857143,FALSE
1157,Applied Radiation and Isotopes,0969-8043,6172,Freedom,1361,492,535,629,389,373,316,430,629,1.014,FALSE,NA,NA,NA,NA,1,NA,0,0,1,1,0,2,1,0.714285714,FALSE
1162,Applied Soft Computing,1568-4946,1284,Freedom,341,109,115,87,63,179,205,567,567,NA,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1163,Applied Soil Ecology,0929-1393,2947,Freedom,533,177,201,211,187,246,336,245,336,1.479,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1165,Applied Surface Science,0169-4332,17196,Subscribed,3285,1149,1299,962,884,1638,909,1324,1638,1.373,FALSE,NA,NA,NA,NA,1,NA,0,0,1,0,0,0,0,0.142857143,FALSE
1166,Applied Thermal Engineering,1359-4311,5422,Freedom,9254,406,335,8377,347,892,462,948,8377,2.206,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1168,Aquacultural Engineering,0144-8609,2105,Freedom,293,97,84,26,45,96,65,264,264,1.437,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1169,Aquaculture,0044-8486,9401,Freedom,2815,1327,897,700,526,682,594,629,1327,1.34,FALSE,NA,NA,NA,NA,1,NA,0,0,0,1,0,0,0,0.142857143,FALSE
1171,Aquaculture Reports,2352-5134,0,Open,11,0,0,0,2,6,15,26,26,0.742,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1173,Aquatic Botany,0304-3770,2916,Subscribed,897,328,282,296,264,286,176,152,328,1.077,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1177,Aquatic Toxicology,0166-445X,5231,Subscribed,3374,1338,1195,1921,1419,1402,1135,1046,1921,1.393,FALSE,NA,NA,NA,NA,1,NA,4,2,3,2,2,1,4,2.571428571,TRUE
1178,Arab Journal of Gastroenterology,1687-1979,708,Freedom,69,15,16,39,24,38,9,34,39,0.364,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
1179,Arab Journal of Mathematical Sciences,1319-5166,0,Open,4,0,0,1,6,6,7,1,7,NA,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1182,Arabian Journal of Chemistry,1878-5352,0,Open,187,37,28,56,98,143,161,252,252,1.478,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1184,Archaeological Research in Asia,2352-2267,438,Freedom,5,0,0,0,0,0,6,7,7,0.679,FALSE,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,FALSE
1193,Archives de Pédiatrie,0929-693X,981,Freedom,630,275,528,302,172,180,131,242,528,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
1196,Archives of Biochemistry and Biophysics,0003-9861,7896,Subscribed,5373,1526,1524,1510,1037,1394,1035,1023,1526,0.988,FALSE,NA,NA,NA,NA,1,NA,0,1,1,0,2,0,0,0.571428571,FALSE
1198,Archives of Cardiovascular Diseases,1875-2136,516,Freedom,694,195,200,427,251,311,308,330,427,0.971,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,1,0.142857143,FALSE
1199,Archives of Cardiovascular Diseases Supplements,1878-6480,493,Freedom,66,11,1,4,16,22,24,43,43,0.044,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
1200,Archives of Civil and Mechanical Engineering,1644-9665,1213,Freedom,49,0,10,6,22,19,11,49,49,1.742,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1211,Archives of Gerontology and Geriatrics,0167-4943,4156,Freedom,1838,642,617,585,563,1137,616,762,1137,1.117,FALSE,NA,NA,NA,NA,1,NA,0,0,1,0,2,1,0,0.571428571,FALSE
1213,Archives of Medical Research,0188-4409,644,Freedom,710,273,414,334,237,200,155,201,414,0.945,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
1216,Archives of Oral Biology,0003-9969,5846,Freedom,1308,466,468,511,269,439,285,263,511,0.912,FALSE,NA,NA,NA,1,NA,NA,0,2,0,0,0,0,2,0.571428571,FALSE
1223,Archives of Physical Medicine and Rehabilitation,0003-9993,994.16,Subscribed,7512,2136,2285,2428,2641,2351,2078,2315,2641,1.566,FALSE,NA,NA,NA,1,NA,NA,2,4,2,5,3,4,9,4.142857143,FALSE
1225,Archives of Psychiatric Nursing,0883-9417,454,Subscribed,919,174,161,238,278,376,405,513,513,0.761,FALSE,NA,NA,NA,1,NA,NA,0,0,0,2,1,2,2,1,FALSE
1226,Archives of Rehabilitation Research and Clinical Translation,2590-1095,0,Open,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
1233,Archivos de Bronconeumología,1579-2129,993,Freedom,224,36,19,19,42,121,31,63,121,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
1234,Archivos de la Sociedad Española de Oftalmología,2173-5794,881,Freedom,35,8,14,5,8,15,9,25,25,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
1243,Array,2590-0056,0,Open,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1258,Arthroplasty Today,2352-3441,0,Open,45,0,0,0,3,13,49,75,75,0.073,TRUE,NA,NA,NA,1,NA,NA,0,0,0,1,1,1,1,0.571428571,FALSE
1260,Arthropod Structure and Development,1467-8039,2514,Freedom,241,95,116,51,91,75,121,151,151,NA,FALSE,NA,NA,NA,NA,1,NA,0,1,0,0,0,0,0,0.142857143,FALSE
1262,Arthroscopy,0749-8063,1368.12,Subscribed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
1265,"Arthroscopy, Sports Medicine, and Rehabilitation",2666-061X,0,Open,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
1266,Artificial Intelligence,0004-3702,2960.06,Subscribed,1318,207,108,122,202,311,310,313,313,4.181,FALSE,NA,NA,NA,NA,1,NA,0,0,1,0,0,0,0,0.142857143,FALSE
1267,Artificial Intelligence in Medicine,0933-3657,1318,Freedom,731,315,108,166,161,209,265,419,419,1.706,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,1,0,1,0.285714286,FALSE
1279,"Asia-Pacific Journal of Sports Medicine, Arthroscopy, Rehabilitation and Technology",2214-6873,0,Open,18,0,0,2,4,18,24,42,42,0.1645,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
1289,Asian Journal of Pharmaceutical Sciences,1818-0876,0,Open,99,0,1,18,50,109,118,135,135,0.506,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
1290,Asian Journal of Psychiatry,1876-2018,677,Freedom,511,68,130,187,153,190,240,477,477,0.578,FALSE,NA,NA,NA,1,NA,NA,1,0,1,0,0,2,0,0.571428571,FALSE
1292,Asian Journal of Surgery,1015-9584,0,Open,187,44,41,42,19,59,69,69,69,0.636,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
1293,Asian Journal of Urology,2214-3882,0,Open,57,0,0,0,10,33,92,97,97,NA,TRUE,NA,NA,NA,1,NA,NA,0,0,0,0,1,0,0,0.142857143,FALSE
1295,Asian Nursing Research,1976-1317,0,Open,237,25,11,40,52,132,186,221,221,0.661,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,1,0.142857143,FALSE
1313,Assessing Writing,1075-2935,635,Freedom,99,9,21,18,41,50,65,25,65,1.408,FALSE,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,FALSE
1323,Astronomy and Computing,2213-1337,529,Freedom,12,0,0,6,4,5,2,15,15,0.804,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1324,Astroparticle Physics,0927-6505,1781.54,Subscribed,205,51,40,63,71,51,97,84,97,2.194,FALSE,NA,NA,NA,NA,1,NA,1,0,0,2,1,2,0,0.857142857,FALSE
1331,Atención Primaria,0212-6567,0,Open,64,0,0,14,22,25,37,44,44,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
1332,Atención Primaria Práctica,2605-0730,0,Open,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
1333,Atherosclerosis,0021-9150,9064,Subscribed,4741,1347,1780,2743,1368,1466,1119,1248,2743,1.376,FALSE,NA,NA,NA,1,NA,NA,0,1,3,8,5,5,4,3.714285714,FALSE
1334,Atherosclerosis Supplements comes with Atherosclerosis,1567-5688,0,Freedom,197,32,51,56,54,52,31,91,91,0.961,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
1335,Atherosclerosis: X,2590-1354,0,Open,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
1340,Atmospheric Environment,1352-2310,12772,Subscribed,4626,1627,1537,1717,1680,1778,2074,2316,2316,1.63,FALSE,NA,NA,NA,NA,1,NA,1,3,1,3,2,3,1,2,TRUE
1341,Atmospheric Environment: X,2590-1621,0,Open,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1344,Atmospheric Pollution Research,1309-1042,1055,Freedom,65,0,0,0,0,85,88,118,118,0.869,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,TRUE
1345,Atmospheric Research,0169-8095,4194,Freedom,818,256,216,369,346,338,358,380,380,1.657,FALSE,NA,NA,NA,NA,1,NA,0,1,0,0,0,0,0,0.142857143,FALSE
1346,Atomic Data and Nuclear Data Tables,0092-640X,859.51,Subscribed,504,81,57,91,72,120,73,145,145,1.627,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1352,Auris Nasus Larynx,0385-8146,876,Freedom,434,150,180,232,141,156,146,225,232,1.172,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
1354,Australasian Emergency Care,2588-994X,449,Freedom,0,0,0,0,0,0,0,2,2,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
1358,Australasian Marketing Journal,1441-3582,690,Freedom,64,12,15,19,12,20,56,57,57,NA,FALSE,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,FALSE
1360,Australian Critical Care,1036-7314,372,Freedom,429,101,82,103,125,140,206,274,274,0.938,FALSE,NA,NA,NA,1,NA,NA,0,0,1,0,0,0,0,0.142857143,FALSE
1375,Autoimmunity Reviews,1568-9972,1234,Freedom,3256,945,1111,1329,998,1179,1089,1406,1406,2.32,FALSE,NA,NA,NA,1,NA,NA,0,0,2,1,0,0,1,0.571428571,FALSE
1376,Automatica,0005-1098,5790,Subscribed,1454,441,354,307,257,468,521,867,867,3.292,FALSE,NA,NA,NA,NA,1,NA,1,0,1,2,2,0,1,1,FALSE
1377,Automatica with Control Engineering Practice,FS00-0323,8527.26,Subscribed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1378,Automation in Construction,0926-5805,1723,Freedom,169,27,39,28,38,99,89,172,172,2.655,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1379,Autonomic Neuroscience,1566-0702,5591,Freedom,941,258,270,502,335,331,372,461,502,NA,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1407,Basic and Applied Ecology,1439-1791,1092,Freedom,355,132,146,153,143,162,108,113,162,0.926,FALSE,NA,NA,NA,NA,1,NA,0,0,0,1,0,0,0,0.142857143,FALSE
1422,Behavior Therapy,0005-7894,622,Subscribed,3057,466,547,705,741,907,988,1220,1220,1.864,TRUE,NA,NA,NA,NA,1,NA,2,0,0,1,2,1,5,1.571428571,FALSE
1435,Behaviour Research and Therapy,0005-7967,3609,Freedom,6598,1710,2058,2405,2361,2615,2140,2403,2615,1.852,FALSE,NA,NA,NA,NA,1,NA,1,5,2,7,4,4,0,3.285714286,FALSE
1437,Behavioural Brain Research,0166-4328,11836,Freedom,7843,2771,3290,4031,3111,2929,2163,2265,4031,0.985,FALSE,NA,NA,NA,NA,1,NA,4,4,1,2,2,2,0,2.142857143,FALSE
1439,Behavioural Processes,0376-6357,4186,Subscribed,1919,732,883,814,880,536,638,711,883,0.838,FALSE,NA,NA,NA,NA,1,NA,3,2,1,0,0,0,1,1,TRUE
1450,Best Practice and Research Clinical Anaesthesiology,1521-6896,706,Freedom,1255,305,359,415,366,690,408,555,690,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
1451,Best Practice and Research Clinical Endocrinology and Metabolism,1521-690X,1072,Freedom,1237,382,512,423,365,457,360,360,512,NA,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1452,Best Practice and Research Clinical Gastroenterology,1521-6918,1098,Freedom,1095,354,430,498,312,343,289,370,498,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
1453,Best Practice and Research Clinical Haematology,1521-6926,841,Freedom,764,308,360,280,196,231,159,227,360,NA,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1454,Best Practice and Research Clinical Obstetrics and Gynaecology,1521-6934,1589,Freedom,1259,415,461,380,355,471,407,611,611,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
1455,Best Practice and Research Clinical Rheumatology,1521-6942,962,Freedom,1600,665,592,587,382,534,454,456,665,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
1470,Big Data Research,2214-5796,282,Freedom,36,0,0,2,15,17,29,66,66,3.668,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1478,Bioactive Carbohydrates and Dietary Fibre,2212-6198,635,Freedom,6,0,4,8,3,9,9,10,10,0.869,FALSE,NA,NA,NA,NA,1,NA,0,1,0,0,0,0,0,0.142857143,FALSE
1483,Biocatalysis and Agricultural Biotechnology,1878-8181,661,Freedom,40,15,7,13,4,17,14,47,47,0.8355,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1484,Biochemical and Biophysical Research Communications,0006-291X,13816,Subscribed,22822,9578,9304,8234,5711,6563,5606,5522,9578,0.721,FALSE,NA,NA,NA,NA,1,NA,4,3,6,3,7,8,5,5.142857143,FALSE
1485,Biochemical Engineering Journal,1369-703X,3320,Subscribed,440,238,147,122,121,237,155,230,238,1.226,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1487,Biochemical Pharmacology,0006-2952,12774,Subscribed,6405,2321,2426,2890,1608,1941,1455,1615,2890,1.397,FALSE,NA,NA,NA,1,NA,NA,1,1,0,0,1,0,2,0.714285714,FALSE
1489,Biochemical Systematics and Ecology,0305-1978,3686,Subscribed,329,98,141,91,115,109,62,70,141,0.827,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1491,Biochemistry and Biophysics Reports,2405-5808,0,Open,107,0,0,0,12,96,178,163,178,0.266,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,1,0,0.142857143,FALSE
1495,Biochimica et Biophysica Acta - Bioenergetics,0005-2728,5305,Freedom,3325,1121,1085,1312,1371,1331,1270,1605,1605,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,1,0,0.142857143,FALSE
1496,Biochimica et Biophysica Acta - Biomembranes,0005-2736,7678,Freedom,4121,1463,1279,1574,1652,1791,1918,1870,1918,NA,FALSE,NA,NA,NA,1,NA,NA,0,1,1,0,0,0,0,0.285714286,FALSE
1497,Biochimica et Biophysica Acta - Gene Regulatory Mechanisms,1874-9399,5331,Freedom,1923,823,659,862,753,649,522,611,862,NA,FALSE,NA,NA,NA,1,NA,NA,0,1,0,2,0,0,0,0.428571429,FALSE
1498,Biochimica et Biophysica Acta - General Subjects,0304-4165,6037,Freedom,4422,1640,1644,1661,1199,1410,1165,1143,1661,NA,FALSE,NA,NA,NA,1,NA,NA,7,0,0,0,0,0,0,1,FALSE
1499,Biochimica et Biophysica Acta - Molecular and Cell Biology of Lipids,1388-1981,6125,Freedom,2378,906,967,954,893,1006,766,672,1006,NA,FALSE,NA,NA,NA,1,NA,NA,2,3,1,0,1,3,0,1.428571429,FALSE
1500,Biochimica et Biophysica Acta - Molecular Basis of Disease,0925-4439,3503,Freedom,4199,1398,1367,1725,1787,1804,2027,2220,2220,NA,FALSE,NA,NA,NA,1,NA,NA,2,0,2,1,2,2,2,1.571428571,FALSE
1501,Biochimica et Biophysica Acta - Molecular Cell Research,0167-4889,5596,Freedom,5121,1820,2015,2509,2698,2711,2535,2592,2711,NA,FALSE,NA,NA,NA,1,NA,NA,1,1,2,1,0,1,0,0.857142857,FALSE
1502,Biochimica et Biophysica Acta - Proteins and Proteomics,1570-9639,6912,Freedom,2392,845,1095,1243,671,597,519,442,1243,NA,FALSE,NA,NA,NA,1,NA,NA,0,1,0,0,0,0,0,0.142857143,FALSE
1503,Biochimica et Biophysica Acta - Reviews on Cancer,0304-419X,2492,Freedom,1579,681,639,583,603,577,535,540,681,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,2,0,0.285714286,FALSE
1505,Biochimie,0300-9084,2478,Freedom,2479,907,992,915,922,761,876,773,992,1.037,FALSE,NA,NA,NA,NA,1,NA,1,0,0,0,0,1,0,0.285714286,FALSE
1506,Biochimie Open,2214-0085,0,Open,7,0,0,0,0,2,11,16,16,0.153,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1508,Biocybernetics and Biomedical Engineering,0208-5216,1192,Freedom,22,0,0,3,6,5,28,51,51,0.369,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1516,Bioelectrochemistry,1567-5394,4007,Subscribed,363,192,153,163,86,185,95,178,192,1.386,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1527,Biofilm,2590-2075,0,Open,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1541,Biological Conservation,0006-3207,6437,Subscribed,8614,2714,2862,2797,3058,3682,3014,4051,4051,1.903,FALSE,NA,NA,NA,NA,1,NA,2,7,2,3,4,8,5,4.428571429,TRUE
1542,Biological Control,1049-9644,1654,Freedom,401,110,133,77,54,106,306,112,306,1.419,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1546,Biological Psychiatry,0006-3223,4284,Subscribed,15683,6267,6350,7462,6649,6733,5386,5161,7462,2.341,FALSE,NA,NA,NA,1,NA,NA,17,5,11,10,6,6,8,9,TRUE
1547,Biological Psychiatry: Cognitive Neuroscience and Neuroimaging,2451-9022,1075,Freedom,172,0,0,0,0,26,251,299,299,NA,TRUE,NA,NA,NA,1,NA,NA,0,0,0,0,0,2,5,1,FALSE
1548,Biological Psychology,0301-0511,3420,Subscribed,2561,955,1103,1184,1100,987,761,973,1184,1.242,FALSE,NA,NA,NA,NA,1,NA,5,2,1,0,1,3,0,1.714285714,FALSE
1553,Biologicals,1045-1056,863,Freedom,452,157,192,159,91,218,130,150,218,0.812,FALSE,NA,NA,NA,NA,1,NA,1,0,0,0,0,0,0,0.142857143,FALSE
1559,Biology of Blood and Marrow Transplantation,1083-8791,952,Subscribed,7696,1942,2053,2364,1969,2823,3261,3951,3951,1.254,FALSE,NA,NA,NA,NA,1,NA,16,13,11,11,8,22,23,14.85714286,FALSE
1570,Biomass and Bioenergy,0961-9534,4021,Freedom,1380,579,787,446,444,442,464,462,787,1.743,FALSE,NA,NA,NA,NA,1,NA,1,0,0,0,0,0,0,0.142857143,FALSE
1571,Biomaterials,0142-9612,11571,Subscribed,17422,7407,9178,7631,8845,6879,6603,8647,9178,2.185,FALSE,NA,NA,NA,NA,1,NA,5,6,8,6,9,4,5,6.142857143,TRUE
1586,Biomedical Journal,2319-4170,0,Open,32,0,0,0,0,25,38,62,62,0.9465,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1597,Biomedical Signal Processing and Control,1746-8094,1838,Freedom,274,57,93,50,92,103,211,280,280,1.559,FALSE,NA,NA,NA,NA,1,NA,0,0,1,0,0,0,0,0.142857143,FALSE
1600,Biomedicine and Pharmacotherapy,0753-3322,0,Open,1419,336,475,471,240,456,846,997,997,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
1602,Biometric Technology Today,0969-4765,1555,Freedom,45,21,16,8,4,21,16,61,61,0.453,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1607,Biomolecular Detection and Quantification,2214-7535,0,Open,55,0,0,1,57,84,93,76,93,1.1055,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1612,Bioorganic and Medicinal Chemistry,0968-0896,5717,Subscribed,5692,2248,2161,2203,1848,2042,1626,1836,2248,NA,FALSE,NA,NA,NA,NA,1,NA,6,1,1,1,0,3,5,2.428571429,FALSE
1613,Bioorganic and Medicinal Chemistry Letters,0960-894X,7329,Subscribed,8798,3624,3476,3454,2822,3290,2409,2271,3624,NA,FALSE,NA,NA,NA,NA,1,NA,7,4,3,6,3,2,4,4.142857143,FALSE
1614,Bioorganic Chemistry,0045-2068,1245,Subscribed,385,124,92,125,154,128,96,102,154,0.928,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1617,Biophysical Chemistry,0301-4622,5890.44,Subscribed,1342,562,509,508,467,341,253,286,562,0.811,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1618,Biophysical Journal,0006-3495,4748.51,Subscribed,15928,4740,4505,4941,4577,5190,6012,7507,7507,1.165,FALSE,NA,NA,NA,NA,1,NA,9,1,5,6,3,2,5,4.428571429,FALSE
1622,Bioprinting,2405-8866,441,Freedom,15,0,0,0,0,0,26,17,26,NA,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,1,0,0.142857143,FALSE
1625,Bioresource Technology,0960-8524,9552,Freedom,5840,2528,3004,1972,1182,1858,1018,1352,3004,2.104,FALSE,NA,NA,NA,NA,1,NA,2,0,0,0,1,1,0,0.571428571,FALSE
1626,Bioresource Technology Reports,2589-014X,522,Freedom,0,0,0,0,0,0,0,2,2,NA,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1628,Biosafety and Health,2590-0536,0,Open,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,FALSE
1635,Biosensors and Bioelectronics,0956-5663,5181,Subscribed,4693,1860,2054,1461,1163,2999,1694,2123,2999,1.694,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,1,0,0,0.142857143,FALSE
1636,Biosensors and Bioelectronics: X,2590-1370,0,Open,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1643,Biosystems,0303-2647,3117,Freedom,737,330,245,317,237,261,176,221,330,NA,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1644,Biosystems Engineering,1537-5110,1971,Freedom,305,105,80,108,97,72,136,133,136,1.655,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1646,Biotechnology Advances,0734-9750,3842,Freedom,1889,732,779,716,602,916,528,810,916,3.757,FALSE,NA,NA,NA,NA,1,NA,0,1,0,0,1,0,0,0.285714286,FALSE
1649,Biotechnology Reports,2215-017X,0,Open,45,0,0,2,18,39,44,82,82,0.887,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1650,Biotechnology Research and Innovation,2452-0721,0,Open,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1651,Biotribology,2352-5738,1021,Freedom,11,0,0,0,2,9,8,2,9,1.131,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1670,"Blood Cells, Molecules, and Diseases",1079-9796,1898,Freedom,1104,448,407,484,369,279,291,350,484,0.96,FALSE,NA,NA,NA,1,NA,NA,0,0,2,0,0,0,3,0.714285714,FALSE
1675,Blood Reviews,0268-960X,1237,Subscribed,1357,425,413,408,358,482,457,358,482,2.252,FALSE,NA,NA,NA,NA,1,NA,0,0,2,0,0,0,0,0.285714286,FALSE
1749,Body Image,1740-1445,884,Freedom,869,271,362,315,397,391,324,704,704,1.384,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1750,Boletín de la Sociedad Española de Cerámica y Vidrio,0366-3175,0,Open,4,0,0,0,0,3,3,6,6,NA,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,FALSE
1752,Bone,8756-3282,6111,Subscribed,3441,1182,1197,1541,1015,1263,1353,1226,1541,1.591,FALSE,NA,NA,NA,NA,1,NA,0,1,1,4,1,2,2,1.571428571,FALSE
1756,Bone Reports,2352-1872,0,Open,23,0,0,0,15,4,31,57,57,0.32,FALSE,NA,NA,NA,NA,1,NA,0,0,0,0,2,0,0,0.285714286,FALSE
1760,Borsa Istanbul Review,2214-8450,0,Open,10,0,0,5,2,4,9,37,37,1.276,FALSE,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,FALSE
